Record_ID,Date,Day_of_Week,Month,Year,Season,Day_Type,Festival_Status,Festival_Flag,Donation_Source,Donor_ID,Repeat_Donor,Donation_Count_by_Donor,Food_Category,State,Shelter_ID,Shelter_Name,Shelter_Capacity,Meal_Type,Quantity_Received_kg,Quantity_Delivered_kg,Quantity_Wasted_kg,Spoilage_Rate_pct,No_of_People_Served,Expected_Beneficiaries,Prev_Week_Avg_Served,Surplus_Deficit_kg,Demand_Met_pct,Demand_Met,Distance_km,Transport_Mode,Transport_Cost_INR,Delivery_Time_min,Storage_Condition,Temp_at_Pickup_C,Rainfall_mm,Volunteer_Count,Volunteer_Organization,Advance_Notice_Hours,Beneficiary_Rating
REC-0455,2022-11-05,Saturday,November,2022,Post-Monsoon,Weekend,Diwali,1,Individual Donor,DNR-0053,1,3,Mixed,West Bengal,SHL-007,Prerna Niwas,270,Dinner,269.11,253.33,15.78,5.86,1214,217,1177.9,200.29,559.4,1,5.6,Van,77.29,83,Frozen,33.6,9.7,12,Org_B,21.0,3.6
REC-0039,2022-11-09,Wednesday,November,2022,Post-Monsoon,Weekday,,0,Hotel,DNR-0033,0,1,Cooked Meal,Tamil Nadu,SHL-008,Karuna Ashram,350,Breakfast,295.38,279.54,15.84,5.36,1552,298,842.5,-177.9052530441513,305.57725531721024,0,38.9,Car,350.8,109,Refrigerated,26.3,1.7,11,Org_D,15.0,5.0
REC-0008,2022-11-10,Thursday,November,2022,Post-Monsoon,Weekday,,0,Corporate Canteen,DNR-0060,0,1,Mixed,West Bengal,SHL-010,Sahara Home,290,Breakfast,147.25,127.58,19.67,13.36,484,248,1030.0,81.67,195.2,1,48.9,Truck,720.56,150,Room Temperature,33.5,12.8,10,Org_E,2.0,4.4
REC-0421,2022-11-11,Friday,November,2022,Post-Monsoon,Weekday,,0,Corporate Canteen,DNR-0057,1,8,Raw Groceries,Gujarat,SHL-002,Umeed Niwas,250,Breakfast,53.43,49.5,3.93,7.35,204,242,836.0,-7.5,84.3,0,35.1,Bike,607.44,81,Frozen,39.5,13.6,4,Org_B,27.0,3.5
REC-0096,2022-11-12,Saturday,November,2022,Post-Monsoon,Weekend,,0,Corporate Canteen,DNR-0047,0,1,Packaged Food,Tamil Nadu,SHL-010,Sahara Home,290,Lunch,160.89,149.4,11.49,7.14,666,243,1105.3,-107.80144289304975,173.9237842741877,0,54.3,Truck,1053.39,75,Refrigerated,25.5,0.4,11,Org_D,37.0,4.5
REC-0479,2022-11-12,Saturday,November,2022,Post-Monsoon,Weekend,,0,Wedding Hall,DNR-0017,1,7,Raw Groceries,Rajasthan,SHL-008,Karuna Ashram,350,Snack,463.45,447.43,16.02,3.46,1746,343,1049.7,-328.8673593523729,362.09248185172845,0,52.2,Bike,426.49,106,Frozen,30.1,16.2,15,Org_E,48.0,3.1
REC-0159,2022-11-12,Saturday,November,2022,Post-Monsoon,Weekend,,0,Temple/Gurudwara,DNR-0057,0,1,Cooked Meal,Delhi,SHL-006,Asha Griha,220,Breakfast,303.33,283.79,19.54,6.44,1303,138,1266.1,259.16,944.2,1,18.0,Van,152.3,107,Refrigerated,34.4,15.7,3,Org_C,17.0,4.8
REC-0116,2022-11-12,Saturday,November,2022,Post-Monsoon,Weekend,,0,Corporate Canteen,DNR-0074,0,1,Mixed,Delhi,SHL-010,Sahara Home,290,Breakfast,195.43,183.7,11.73,6.0,719,160,1133.6,152.27,449.4,1,44.2,Van,728.31,82,Refrigerated,29.4,13.8,14,Org_A,54.0,2.6
REC-0481,2022-11-14,Monday,November,2022,Post-Monsoon,Weekday,,0,School/College,DNR-0039,1,9,Cooked Meal,Karnataka,SHL-005,Annapurna Shelter,400,Snack,144.66,133.7,10.96,7.58,798,322,947.0,60.97,247.8,1,38.5,Truck,664.73,53,Refrigerated,24.0,10.9,12,Org_D,39.0,2.9
REC-0191,2022-11-15,Tuesday,November,2022,Post-Monsoon,Weekday,,0,Catering Company,DNR-0031,1,6,Mixed,Delhi,SHL-007,Prerna Niwas,270,Breakfast,411.62,387.25,24.37,5.92,2002,220,636.4,331.05,910.0,1,23.6,Bike,438.56,29,Frozen,28.6,19.3,3,Org_D,56.0,3.6
REC-0251,2022-11-18,Friday,November,2022,Post-Monsoon,Weekday,,0,Catering Company,DNR-0031,1,9,Cooked Meal,Uttar Pradesh,SHL-008,Karuna Ashram,350,Lunch,434.2,383.15,51.05,11.76,2293,299,841.4,332.92,766.9,1,11.6,Van,172.08,99,Room Temperature,26.1,19.2,2,Org_C,65.0,3.1
REC-0409,2022-11-18,Friday,November,2022,Post-Monsoon,Weekday,,0,Supermarket,DNR-0063,1,6,Packaged Food,Tamil Nadu,SHL-010,Sahara Home,290,Lunch,161.1,136.38,24.72,15.34,749,280,917.7,57.51,267.5,1,36.1,Van,355.42,70,Room Temperature,35.6,0.3,15,Org_E,60.0,4.7
REC-0208,2022-11-23,Wednesday,November,2022,Post-Monsoon,Weekday,,0,Wedding Hall,DNR-0029,1,7,Raw Groceries,Gujarat,SHL-004,Jeevan Kendra,180,Dinner,516.22,487.47,28.75,5.57,2126,135,993.4,463.73,1574.8,1,34.3,Car,477.54,162,Frozen,32.2,1.7,7,Org_A,23.0,4.3
REC-0500,2022-11-24,Thursday,November,2022,Post-Monsoon,Weekday,,0,Restaurant,DNR-0065,1,6,Cooked Meal,Maharashtra,SHL-009,Daya Niwas,310,Dinner,47.62,43.03,4.59,9.64,220,307,1135.6,-10.09,71.7,0,36.0,Auto-Rickshaw,477.7,43,Room Temperature,33.7,12.9,15,Org_D,48.0,2.6
REC-0245,2022-11-25,Friday,November,2022,Post-Monsoon,Weekday,,0,Restaurant,DNR-0002,1,2,Raw Groceries,Uttar Pradesh,SHL-004,Jeevan Kendra,180,Snack,258.71,235.68,23.03,8.9,1094,125,1285.7,206.32,875.2,1,43.3,Bike,380.54,37,Refrigerated,23.3,18.0,15,Org_A,64.0,3.1
REC-0283,2022-11-26,Saturday,November,2022,Post-Monsoon,Weekend,,0,Corporate Canteen,DNR-0024,1,3,Mixed,Maharashtra,SHL-010,Sahara Home,290,Lunch,435.0,388.39,46.61,10.71,2075,220,755.1,-315.3553087191382,398.3678755563774,0,34.3,Van,427.15,147,Refrigerated,30.1,4.0,11,Org_C,3.0,4.8
REC-0115,2022-11-28,Monday,November,2022,Post-Monsoon,Weekday,,0,NGO Partner,DNR-0071,1,3,Packaged Food,Gujarat,SHL-006,Asha Griha,220,Dinner,213.31,188.5,24.81,11.63,903,119,740.3,161.31,758.8,1,1.5,Van,12.6,85,Room Temperature,36.1,11.2,12,Org_B,39.0,2.7
REC-0133,2022-11-29,Tuesday,November,2022,Post-Monsoon,Weekday,,0,School/College,DNR-0025,1,2,Mixed,Rajasthan,SHL-003,Seva Sadan,200,Breakfast,46.84,41.3,5.54,11.83,185,169,908.9,-1.9656279485236423,83.3417266689786,0,18.5,Bike,247.61,59,Room Temperature,37.1,0.1,15,Org_E,55.0,3.1
REC-0427,2022-12-02,Friday,December,2022,Winter,Weekday,Christmas,1,Temple/Gurudwara,DNR-0061,1,9,Mixed,West Bengal,SHL-003,Seva Sadan,200,Breakfast,423.49,385.33,38.16,9.01,1677,144,971.9,357.58,1164.6,1,22.2,Auto-Rickshaw,313.17,149,Refrigerated,26.5,0.8,3,Org_C,49.0,4.7
REC-0447,2022-12-03,Saturday,December,2022,Winter,Weekend,Christmas,1,School/College,DNR-0073,1,6,Mixed,West Bengal,SHL-003,Seva Sadan,200,Dinner,45.59,40.23,5.36,11.77,214,160,1055.3,10.2,133.8,1,30.7,Truck,529.17,140,Room Temperature,32.6,16.8,9,Org_A,72.0,4.9
REC-0184,2022-12-05,Monday,December,2022,Winter,Weekday,Christmas,1,Restaurant,DNR-0013,1,3,Cooked Meal,West Bengal,SHL-005,Annapurna Shelter,400,Lunch,134.38,129.8,4.58,3.41,603,296,1251.4,54.18,203.7,1,30.4,Truck,588.19,15,Frozen,24.9,14.2,9,Org_A,10.0,4.6
REC-0215,2022-12-07,Wednesday,December,2022,Winter,Weekday,Christmas,1,Temple/Gurudwara,DNR-0062,1,3,Raw Groceries,Uttar Pradesh,SHL-007,Prerna Niwas,270,Dinner,521.38,454.35,67.03,12.86,2272,230,1094.4,410.3,987.8,1,32.4,Car,404.83,162,Room Temperature,28.6,6.4,4,Org_A,58.0,2.9
REC-0063,2022-12-07,Wednesday,December,2022,Winter,Weekday,Christmas,1,Individual Donor,DNR-0048,1,2,Cooked Meal,Maharashtra,SHL-001,Aashraya Shelter,300,Dinner,42.17,36.67,5.5,13.05,151,252,438.3,-9.99,59.9,0,18.4,Van,278.72,125,Room Temperature,23.8,19.8,5,Org_C,68.0,3.7
REC-0194,2022-12-08,Thursday,December,2022,Winter,Weekday,Christmas,1,NGO Partner,DNR-0030,1,5,Cooked Meal,Tamil Nadu,SHL-005,Annapurna Shelter,400,Breakfast,481.64,456.35,25.29,5.25,2451,330,1102.9,391.03,742.7,1,19.8,Car,242.12,145,Frozen,28.1,2.8,2,Org_A,2.0,4.6
REC-0567,2022-12-10,Saturday,December,2022,Winter,Weekend,,0,School/College,DNR-0049,1,6,Raw Groceries,Uttar Pradesh,SHL-007,Prerna Niwas,270,Snack,108.51,96.41,12.1,11.15,486,203,1091.0,-54.47892913382984,74.62492475747636,0,36.0,Auto-Rickshaw,443.27,124,Room Temperature,32.4,11.5,14,Org_A,39.0,2.7
REC-0549,2022-12-18,Sunday,December,2022,Winter,Weekend,,0,NGO Partner,DNR-0054,1,7,Cooked Meal,West Bengal,SHL-007,Prerna Niwas,270,Lunch,370.04,349.44,20.6,5.57,1226,269,1015.9,-186.648355855646,298.80466209778365,0,3.8,Van,66.27,137,Refrigerated,27.4,13.4,8,Org_E,27.0,3.8
REC-0257,2022-12-22,Thursday,December,2022,Winter,Weekday,,0,Corporate Canteen,DNR-0078,1,3,Raw Groceries,Karnataka,SHL-007,Prerna Niwas,270,Dinner,281.41,254.59,26.82,9.53,1031,140,745.7,215.59,736.4,1,6.5,Car,65.67,78,Room Temperature,23.5,18.4,8,Org_D,44.0,4.7
REC-0378,2022-12-22,Thursday,December,2022,Winter,Weekday,,0,School/College,DNR-0037,1,8,Cooked Meal,Tamil Nadu,SHL-004,Jeevan Kendra,180,Snack,89.45,82.63,6.82,7.63,488,99,1607.9,-47.30117968995584,216.41850018863406,0,11.6,Bike,174.31,47,Room Temperature,33.0,17.0,2,Org_B,10.0,3.9
REC-0535,2022-12-23,Friday,December,2022,Winter,Weekday,,0,Hotel,DNR-0026,1,9,Raw Groceries,Rajasthan,SHL-003,Seva Sadan,200,Dinner,285.46,250.84,34.62,12.13,1374,120,933.4,229.07,1145.0,1,51.6,Car,939.2,20,Refrigerated,41.8,1.7,15,Org_B,,3.2
REC-0306,2022-12-24,Saturday,December,2022,Winter,Weekend,,0,Individual Donor,DNR-0079,1,2,Cooked Meal,Delhi,SHL-006,Asha Griha,220,Snack,223.37,209.42,13.95,6.25,1034,117,804.0,-184.09751163548358,682.7896101003655,0,46.6,Truck,931.38,88,Refrigerated,35.0,16.5,12,Org_D,19.0,3.3
REC-0144,2022-12-25,Sunday,December,2022,Winter,Weekend,,0,Temple/Gurudwara,DNR-0054,0,1,Raw Groceries,Uttar Pradesh,SHL-001,Aashraya Shelter,300,Dinner,298.54,290.71,7.83,2.62,1259,250,1543.0,248.94,503.6,1,29.8,Truck,475.07,119,Frozen,34.4,13.0,6,Org_C,49.0,3.9
REC-0064,2022-12-25,Sunday,December,2022,Winter,Weekend,,0,Wedding Hall,DNR-0030,1,2,Mixed,West Bengal,SHL-010,Sahara Home,290,Lunch,370.91,346.23,24.68,6.65,2024,171,847.3,299.59,1183.6,1,7.7,Truck,130.08,133,Frozen,34.8,19.3,9,Org_B,33.0,3.9
REC-0295,2022-12-25,Sunday,December,2022,Winter,Weekend,,0,Temple/Gurudwara,DNR-0015,1,5,Raw Groceries,Karnataka,SHL-009,Daya Niwas,310,Breakfast,210.24,183.71,26.53,12.62,888,284,1562.4,132.57,312.7,1,1.5,Car,27.18,146,Room Temperature,30.0,5.1,10,Org_C,33.0,3.7
REC-0192,2022-12-26,Monday,December,2022,Winter,Weekday,,0,Wedding Hall,DNR-0067,1,3,Mixed,Maharashtra,SHL-003,Seva Sadan,200,Breakfast,142.33,120.34,21.99,15.45,445,173,772.4,-47.0368626067045,191.32484607277908,0,39.8,Auto-Rickshaw,728.27,147,Room Temperature,30.3,10.5,4,Org_C,48.0,4.5
REC-0548,2022-12-30,Friday,December,2022,Winter,Weekday,,0,Restaurant,DNR-0037,1,10,Raw Groceries,Uttar Pradesh,SHL-001,Aashraya Shelter,300,Lunch,69.12,63.78,5.34,7.72,378,206,794.3,28.31,183.5,1,11.6,Auto-Rickshaw,168.64,67,Refrigerated,29.4,1.6,6,Org_D,68.0,3.2
REC-0259,2022-12-31,Saturday,December,2022,Winter,Weekend,,0,Catering Company,DNR-0074,1,5,Cooked Meal,Delhi,SHL-002,Umeed Niwas,250,Dinner,724.43,651.82,72.61,10.02,3244,148,1146.7,617.63,2191.9,1,27.9,Car,509.46,121,Room Temperature,32.1,,15,Org_E,55.0,3.0
REC-0351,2023-01-02,Monday,January,2023,Winter,Weekday,,0,School/College,DNR-0016,1,5,Packaged Food,Gujarat,SHL-008,Karuna Ashram,350,Breakfast,200.26,173.78,26.48,13.22,795,241,1700.0,132.14,329.9,1,30.2,Bike,332.62,38,Room Temperature,28.9,16.7,13,Org_B,58.0,4.6
REC-0153,2023-01-03,Tuesday,January,2023,Winter,Weekday,,0,Wedding Hall,DNR-0068,1,3,Raw Groceries,Karnataka,SHL-009,Daya Niwas,310,Lunch,122.98,115.9,7.08,5.76,423,276,998.1,56.54,153.3,1,36.1,Auto-Rickshaw,314.0,79,Refrigerated,23.8,12.4,6,Org_E,51.0,5.0
REC-0402,2023-01-03,Tuesday,January,2023,Winter,Weekday,,0,Wedding Hall,DNR-0035,1,6,Mixed,Rajasthan,SHL-007,Prerna Niwas,270,Snack,268.58,237.6,30.98,11.54,1420,163,962.4,200.46,871.2,1,48.5,Auto-Rickshaw,777.49,148,Refrigerated,32.1,19.0,8,Org_B,31.0,3.7
REC-0403,2023-01-04,Wednesday,January,2023,Winter,Weekday,,0,School/College,DNR-0031,1,11,Cooked Meal,Karnataka,SHL-005,Annapurna Shelter,400,Dinner,118.34,112.0,6.34,5.36,546,314,844.6,-31.93242807444345,107.95535328411314,0,9.7,Truck,164.0,64,Refrigerated,28.7,11.5,10,Org_E,13.0,2.6
REC-0511,2023-01-05,Thursday,January,2023,Winter,Weekday,,0,Temple/Gurudwara,DNR-0015,1,9,Cooked Meal,Maharashtra,SHL-009,Daya Niwas,310,Dinner,116.29,106.44,9.85,8.47,466,242,1142.9,47.86,192.6,1,16.8,Truck,318.92,40,Room Temperature,28.3,19.7,6,Org_A,19.0,3.2
REC-0328,2023-01-05,Thursday,January,2023,Winter,Weekday,,0,Catering Company,DNR-0057,1,6,Mixed,West Bengal,SHL-009,Daya Niwas,310,Dinner,291.89,282.7,9.19,3.15,1411,309,1358.3,225.73,456.6,1,27.3,Auto-Rickshaw,348.74,105,Frozen,33.9,3.1,10,Org_E,42.0,4.6
REC-0593,2023-01-06,Friday,January,2023,Winter,Weekday,,0,Temple/Gurudwara,DNR-0042,1,7,Raw Groceries,Uttar Pradesh,SHL-007,Prerna Niwas,270,Dinner,138.29,130.43,7.86,5.68,761,176,1005.4,99.41,432.4,1,8.0,Car,137.35,31,Refrigerated,29.8,2.3,8,Org_A,3.0,3.1
REC-0171,2023-01-13,Friday,January,2023,Winter,Weekday,Pongal,1,Corporate Canteen,DNR-0076,0,1,Mixed,West Bengal,SHL-007,Prerna Niwas,270,Breakfast,75.94,69.23,6.71,8.84,298,155,1086.7,32.88,192.3,1,52.7,Car,975.99,124,Refrigerated,33.7,4.0,2,Org_D,28.0,5.0
REC-0134,2023-01-14,Saturday,January,2023,Winter,Weekend,Pongal,1,Corporate Canteen,DNR-0031,1,3,Cooked Meal,Uttar Pradesh,SHL-006,Asha Griha,220,Lunch,305.21,271.95,33.26,10.9,1538,167,1137.1,236.4,921.0,1,26.0,Van,216.0,129,Room Temperature,31.7,12.4,7,Org_D,39.0,3.4
REC-0046,2023-01-15,Sunday,January,2023,Winter,Weekend,Pongal,1,Hotel,DNR-0037,0,1,Packaged Food,Gujarat,SHL-008,Karuna Ashram,350,Dinner,1109.94,1064.08,45.86,4.13,4725,316,777.6,1011.13,1495.3,1,3.4,Car,33.34,40,Frozen,39.1,17.3,6,Org_E,30.0,4.0
REC-0575,2023-01-16,Monday,January,2023,Winter,Weekday,Pongal,1,Hotel,DNR-0080,1,5,Cooked Meal,Maharashtra,SHL-003,Seva Sadan,200,Lunch,679.83,620.27,59.56,8.76,3499,139,1017.7,585.5,2517.3,1,3.6,Bike,47.15,42,Room Temperature,29.7,18.8,3,Org_D,38.0,3.5
REC-0322,2023-01-18,Wednesday,January,2023,Winter,Weekday,Pongal,1,Catering Company,DNR-0021,1,8,Mixed,Delhi,SHL-006,Asha Griha,220,Snack,350.48,332.29,18.19,5.19,1463,204,922.1,287.13,717.2,1,27.1,Bike,323.54,32,Frozen,31.6,9.9,9,Org_E,38.0,3.6
REC-0484,2023-01-19,Thursday,January,2023,Winter,Weekday,Pongal,1,Hotel,DNR-0003,1,9,Packaged Food,Tamil Nadu,SHL-002,Umeed Niwas,250,Dinner,784.16,713.8,70.36,8.97,4045,155,1129.3,687.6,2609.7,1,25.7,Van,501.09,16,Room Temperature,29.8,1.8,3,Org_E,2.0,3.1
REC-0434,2023-01-21,Saturday,January,2023,Winter,Weekend,Pongal,1,Catering Company,DNR-0003,1,8,Raw Groceries,Karnataka,SHL-007,Prerna Niwas,270,Snack,274.38,246.32,28.06,10.23,958,208,1208.1,190.39,460.6,1,40.9,Van,512.41,137,Refrigerated,27.5,15.9,6,Org_B,47.0,3.5
REC-0537,2023-01-24,Tuesday,January,2023,Winter,Weekday,,0,Hotel,DNR-0006,1,8,Cooked Meal,West Bengal,SHL-006,Asha Griha,220,Dinner,326.7,288.44,38.26,11.71,1340,164,1282.1,243.88,817.1,1,1.7,Car,27.56,172,Room Temperature,32.7,16.5,15,Org_B,69.0,3.8
REC-0298,2023-01-25,Wednesday,January,2023,Winter,Weekday,,0,School/College,DNR-0026,1,6,Raw Groceries,Gujarat,SHL-004,Jeevan Kendra,180,Lunch,254.47,242.1,12.37,4.86,888,123,1502.3,215.71,722.0,1,19.9,Bike,331.79,78,Refrigerated,31.2,4.4,4,Org_B,14.0,4.1
REC-0029,2023-01-28,Saturday,January,2023,Winter,Weekend,,0,Temple/Gurudwara,DNR-0039,1,2,Cooked Meal,West Bengal,SHL-003,Seva Sadan,200,Dinner,395.03,384.05,10.98,2.78,2071,101,702.0,357.4,2050.5,1,14.4,Truck,123.15,88,Frozen,32.0,8.4,8,Org_A,42.0,2.6
REC-0317,2023-01-29,Sunday,January,2023,Winter,Weekend,,0,Individual Donor,DNR-0032,1,8,Cooked Meal,West Bengal,SHL-001,Aashraya Shelter,300,Breakfast,66.39,61.25,5.14,7.74,363,263,1154.3,16.82,138.0,1,10.0,Auto-Rickshaw,132.77,23,Room Temperature,27.5,2.0,9,Org_D,13.0,3.2
REC-0267,2023-01-30,Monday,January,2023,Winter,Weekday,,0,NGO Partner,DNR-0009,1,6,Cooked Meal,Karnataka,SHL-002,Umeed Niwas,250,Lunch,131.94,124.17,7.77,5.89,700,212,1396.4,84.3,330.2,1,19.1,Car,281.63,68,Frozen,23.5,6.9,15,Org_A,55.0,4.9
REC-0565,2023-01-30,Monday,January,2023,Winter,Weekday,,0,Restaurant,DNR-0071,1,8,Cooked Meal,Tamil Nadu,SHL-004,Jeevan Kendra,180,Lunch,161.2,150.32,10.88,6.75,557,155,1253.6,114.09,359.4,1,48.6,Van,845.4,67,Refrigerated,29.2,17.4,10,Org_E,11.0,3.6
REC-0327,2023-01-31,Tuesday,January,2023,Winter,Weekday,,0,Catering Company,DNR-0054,1,4,Raw Groceries,Gujarat,SHL-010,Sahara Home,290,Lunch,132.48,125.06,7.42,5.6,450,187,928.9,-102.89464951952256,166.02410805531625,0,27.3,Car,296.42,42,Frozen,31.6,1.9,12,Org_E,59.0,4.8
REC-0359,2023-02-01,Wednesday,February,2023,Winter,Weekday,,0,Restaurant,DNR-0079,1,3,Raw Groceries,Karnataka,SHL-001,Aashraya Shelter,300,Snack,299.29,283.08,16.21,5.42,1140,262,872.3,210.87,435.1,1,48.0,Van,667.7,121,Frozen,26.9,6.7,2,Org_B,43.0,3.6
REC-0028,2023-02-08,Wednesday,February,2023,Winter,Weekday,,0,NGO Partner,DNR-0039,0,1,Mixed,West Bengal,SHL-002,Umeed Niwas,250,Dinner,369.16,333.05,36.11,9.78,1374,193,1328.5,296.54,711.9,1,10.4,Car,165.59,144,Room Temperature,33.0,8.2,12,Org_A,53.0,3.2
REC-0566,2023-02-09,Thursday,February,2023,Winter,Weekday,,0,Hotel,DNR-0058,1,6,Cooked Meal,West Bengal,SHL-003,Seva Sadan,200,Lunch,281.79,251.25,30.54,10.84,1209,180,1011.0,210.38,671.7,1,21.3,Bike,304.4,177,Room Temperature,29.0,8.9,6,Org_E,62.0,4.2
REC-0010,2023-02-12,Sunday,February,2023,Winter,Weekend,,0,Corporate Canteen,DNR-0003,0,1,Cooked Meal,Delhi,SHL-003,Seva Sadan,200,Breakfast,140.88,123.74,17.14,12.17,702,118,787.3,-53.9029493573252,260.18101200848486,0,44.6,Car,645.46,43,Room Temperature,24.1,18.6,15,Org_D,40.0,4.5
REC-0002,2023-02-12,Sunday,February,2023,Winter,Weekend,,0,Catering Company,DNR-0021,0,1,Mixed,West Bengal,SHL-004,Jeevan Kendra,180,Snack,181.07,162.14,18.93,10.46,815,102,1341.0,138.03,799.0,1,24.3,Car,301.23,123,Room Temperature,28.0,10.5,6,Org_A,20.0,3.6
REC-0012,2023-02-16,Thursday,February,2023,Winter,Weekday,,0,Individual Donor,DNR-0032,0,1,Cooked Meal,West Bengal,SHL-006,Asha Griha,220,Snack,84.2,75.09,9.11,10.82,445,215,1345.5,-12.398519727021798,81.8077968385782,0,39.0,Car,544.71,72,Room Temperature,28.2,10.4,7,Org_A,3.0,3.3
REC-0360,2023-02-17,Friday,February,2023,Winter,Weekday,,0,Individual Donor,DNR-0042,1,4,Raw Groceries,Rajasthan,SHL-002,Umeed Niwas,250,Dinner,77.83,70.03,7.8,10.03,378,144,996.3,-30.78531525072939,197.6076555564736,0,31.9,Bike,357.86,16,Frozen,36.9,3.2,12,Org_E,43.0,3.4
REC-0468,2023-02-21,Tuesday,February,2023,Winter,Weekday,,0,Hotel,DNR-0027,1,6,Raw Groceries,Rajasthan,SHL-005,Annapurna Shelter,400,Snack,325.32,294.42,30.9,9.5,1379,233,1041.3,241.31,591.8,1,4.2,Truck,53.76,168,Refrigerated,39.7,4.6,15,Org_D,37.0,2.6
REC-0126,2023-02-22,Wednesday,February,2023,Winter,Weekday,,0,Temple/Gurudwara,DNR-0042,0,1,Cooked Meal,Uttar Pradesh,SHL-001,Aashraya Shelter,300,Lunch,72.81,66.1,6.71,9.22,364,237,1671.0,-14.981613167919928,79.41495309912428,0,26.6,Car,278.5,137,Refrigerated,32.6,13.3,7,Org_E,23.0,2.8
REC-0563,2023-02-23,Thursday,February,2023,Winter,Weekday,,0,Restaurant,DNR-0041,1,14,Packaged Food,Gujarat,SHL-010,Sahara Home,290,Snack,148.06,132.86,15.2,10.26,549,197,1057.9,-127.79289343061757,168.05802748029294,0,32.9,Bike,340.16,179,Refrigerated,27.9,,10,Org_C,54.0,4.6
REC-0074,2023-02-25,Saturday,February,2023,Winter,Weekend,,0,Wedding Hall,DNR-0077,0,1,Raw Groceries,Gujarat,SHL-010,Sahara Home,290,Lunch,377.71,335.18,42.53,11.26,1361,210,954.6,280.66,648.1,1,40.8,Auto-Rickshaw,412.76,15,Room Temperature,31.5,6.9,15,Org_B,19.0,3.7
REC-0494,2023-02-25,Saturday,February,2023,Winter,Weekend,,0,NGO Partner,DNR-0020,1,12,Packaged Food,Tamil Nadu,SHL-005,Annapurna Shelter,400,Snack,160.16,144.68,15.48,9.67,841,373,974.3,73.89,225.5,1,26.1,Car,242.07,180,Room Temperature,29.2,5.2,7,Org_A,18.0,4.4
REC-0595,2023-02-27,Monday,February,2023,Winter,Weekday,,0,Corporate Canteen,DNR-0065,1,7,Raw Groceries,Karnataka,SHL-009,Daya Niwas,310,Dinner,111.78,103.89,7.89,7.06,399,258,785.4,50.27,154.7,1,38.8,Van,608.09,91,Refrigerated,30.0,,10,Org_A,22.0,3.3
REC-0559,2023-03-01,Wednesday,March,2023,Summer,Weekday,Holi,1,Catering Company,DNR-0046,1,7,Cooked Meal,West Bengal,SHL-007,Prerna Niwas,270,Breakfast,631.32,594.25,37.07,5.87,2642,248,1002.9,545.72,1065.3,1,30.9,Auto-Rickshaw,488.49,97,Refrigerated,31.5,18.2,2,Org_A,,4.7
REC-0355,2023-03-02,Thursday,March,2023,Summer,Weekday,Holi,1,Restaurant,DNR-0005,1,4,Packaged Food,Tamil Nadu,SHL-003,Seva Sadan,200,Breakfast,104.01,96.29,7.72,7.42,431,110,418.0,-76.88399792032851,288.9542042798438,0,49.5,Bike,789.06,162,Refrigerated,30.4,15.1,7,Org_B,12.0,4.0
REC-0521,2023-03-05,Sunday,March,2023,Summer,Weekend,Holi,1,Restaurant,DNR-0064,1,4,Packaged Food,Gujarat,SHL-007,Prerna Niwas,270,Breakfast,313.47,291.2,22.27,7.1,1224,144,971.7,251.66,850.0,1,54.3,Bike,512.84,58,Frozen,32.4,3.3,12,Org_E,23.0,4.0
REC-0005,2023-03-06,Monday,March,2023,Summer,Weekday,Holi,1,Individual Donor,DNR-0021,1,2,Raw Groceries,Karnataka,SHL-010,Sahara Home,290,Lunch,273.26,258.39,14.87,5.44,1030,192,842.6,-118.45031677813978,179.85107678416156,0,50.8,Car,571.81,133,Frozen,32.6,12.0,6,Org_B,72.0,4.6
REC-0265,2023-03-13,Monday,March,2023,Summer,Weekday,,0,NGO Partner,DNR-0061,1,5,Mixed,Delhi,SHL-006,Asha Griha,220,Dinner,311.02,290.86,20.16,6.48,1537,193,1068.0,239.48,796.4,1,33.5,Auto-Rickshaw,474.57,158,Frozen,22.6,5.3,3,Org_E,45.0,3.8
REC-0147,2023-03-21,Tuesday,March,2023,Summer,Weekday,,0,School/College,DNR-0016,1,2,Packaged Food,Gujarat,SHL-006,Asha Griha,220,Dinner,193.01,176.07,16.94,8.78,672,200,1212.3,139.41,336.0,1,5.8,Van,95.73,137,Refrigerated,33.8,12.5,13,Org_B,27.0,2.6
REC-0187,2023-03-21,Tuesday,March,2023,Summer,Weekday,,0,Wedding Hall,DNR-0045,1,3,Raw Groceries,Karnataka,SHL-003,Seva Sadan,200,Breakfast,542.57,513.71,28.86,5.32,2965,153,552.9,-641.7349501944055,656.942156857397,0,4.5,Car,41.7,124,Frozen,31.0,0.5,14,Org_D,18.0,4.1
REC-0375,2023-03-22,Wednesday,March,2023,Summer,Weekday,,0,Corporate Canteen,DNR-0050,1,6,Mixed,Maharashtra,SHL-003,Seva Sadan,200,Lunch,165.74,159.98,5.76,3.47,685,109,660.4,-119.71282963235265,247.94737838586173,0,14.0,Truck,277.87,172,Frozen,30.9,7.8,5,Org_C,27.0,3.6
REC-0560,2023-03-27,Monday,March,2023,Summer,Weekday,,0,Wedding Hall,DNR-0053,1,5,Mixed,Rajasthan,SHL-010,Sahara Home,290,Dinner,497.52,439.3,58.22,11.7,2368,232,1026.4,-459.10473049432096,547.8275183597228,0,30.4,Van,534.1,92,Refrigerated,42.0,1.9,3,Org_B,69.0,4.3
